Number,Rank,birthday,Sex,Age,Tall,Weight,BloodType,Win_rate,Wins_rate,1st_num,2nd_num,Runs_num,Yusyutu_num,Champ_num,ST_mean,Course1_entry_num,Course1_Wins_rate,Course1_ST_mean,Course1_Start_Rank,Course2_entry_num,Course2_Wins_rate,Course2_ST_mean,Course2_Start_Rank,Course3_entry_num,Course3_Wins_rate,Course3_ST_mean,Course3_Start_Rank,Course4_entry_num,Course4_Wins_rate,Course4_ST_mean,Course4_Start_Rank,Course5_entry_num,Course5_Wins_rate,Course5_ST_mean,Course5_Start_Rank,Course6_entry_num,Course6_Wins_rate,Course6_ST_mean,Course6_Start_Rank,bef_Rank,bef_bef_Rank,bef_bef_bef_Rank,bef_Capavility_index,Now_Capability_index,Year,Period,CalcurationPeriod1,CalcurationPeriod2,GraduatePeriod,Course1_1st_num,Course1_2nd_num,Course1_3rd_num,Course1_4th_num,Course1_5th_num,Course1_6th_num,Course1_F_num,Course1_L0_num,Course1_L1_num,Course1_K0_num,Course1_K1_num,Course1_S0_num,Course1_S1_num,Course1_S2_num,Course2_1st_num,Course2_2nd_num,Course2_3rd_num,Course2_4th_num,Course2_5th_num,Course2_6th_num,Course2_F_num,Course2_L0_num,Course2_L1_num,Course2_K0_num,Course2_K1_num,Course2_S0_num,Course2_S1_num,Course2_S2_num,Course3_1st_num,Course3_2nd_num,Course3_3rd_num,Course3_4th_num,Course3_5th_num,Course3_6th_num,Course3_F_num,Course3_L0_num,Course3_L1_num,Course3_K0_num,Course3_K1_num,Course3_S0_num,Course3_S1_num,Course3_S2_num,Course4_1st_num,Course4_2nd_num,Course4_3rd_num,Course4_4th_num,Course4_5th_num,Course4_6th_num,Course4_F_num,Course4_L0_num,Course4_L1_num,Course4_K0_num,Course4_K1_num,Course4_S0_num,Course4_S1_num,Course4_S2_num,Course5_1st_num,Course5_2nd_num,Course5_3rd_num,Course5_4th_num,Course5_5th_num,Course5_6th_num,Course5_F_num,Course5_L0_num,Course5_L1_num,Course5_K0_num,Course5_K1_num,Course5_S0_num,Course5_S1_num,Course5_S2_num,Course6_1st_num,Course6_2nd_num,Course6_3rd_num,Course6_4th_num,Course6_5th_num,Course6_6th_num,Course6_F_num,Course6_L0_num,Course6_L1_num,Course6_K0_num,Course6_K1_num,Course6_S0_num,Course6_S1_num,Course6_S2_num
4340,A2,S590806,1,35,162,51,A ,5.42,3.33,20,20,120,2,0,0.19,22,8.18,0.14,2.3,19,3.16,0.21,4.9,21,3.33,0.16,3.3,13,2.31,0.18,3.5,25,2,0.2,4.1,20,0.5,0.26,5.6,A2,B1,B1,50,50,2020,2,20191101,20200430,96,14,4,1,3,0,0,0,0,0,0,0,0,0,0,2,4,4,3,4,2,0,0,0,0,0,0,0,0,2,5,3,4,3,3,0,0,0,0,0,1,0,0,1,2,2,2,3,2,0,0,0,0,0,0,1,0,1,4,6,7,4,3,0,0,0,0,0,0,0,0,0,1,4,11,4,0,0,0,0,0,0,0,0,0
4342,A1,S590911,1,35,167,53,A ,6.79,4.93,45,31,154,6,2,0.14,30,9.33,0.14,2.3,31,4.19,0.12,2.3,23,5.22,0.13,2.6,34,5.29,0.13,2.4,21,1.9,0.17,2.6,15,0.67,0.17,4.1,A1,A1,A1,60,58,2020,2,20191101,20200430,96,25,3,2,0,0,0,0,0,0,0,0,0,0,0,5,8,10,4,3,1,0,0,0,0,0,0,0,0,5,7,4,2,2,3,0,0,0,0,0,0,0,0,9,9,8,2,3,3,0,0,0,0,0,0,0,0,1,3,8,6,2,1,0,0,0,0,0,0,0,0,0,1,3,1,5,5,0,0,0,0,0,0,0,0
4343,B1,S590915,1,35,165,54,A ,4.5,1.86,7,13,107,0,0,0.2,14,5.71,0.21,3.4,18,2.22,0.2,4.9,19,1.58,0.21,4.5,17,0.59,0.21,4.4,24,0.83,0.21,4,16,1.25,0.18,3.8,B1,B1,B1,45,48,2020,2,20191101,20200430,96,5,3,3,1,1,1,0,0,0,0,0,0,0,0,1,3,5,7,1,0,0,0,0,0,0,1,0,0,1,2,5,4,6,1,0,0,0,0,0,0,0,0,0,1,3,7,1,5,0,0,0,0,0,0,0,0,0,2,5,6,5,5,0,0,0,0,0,0,1,0,0,2,3,3,3,5,0,0,0,0,0,0,0,0
4344,A1,S600219,1,35,168,56,B ,7.7,6.15,50,30,130,8,4,0.15,33,8.79,0.14,2.5,21,6.19,0.13,2.8,19,6.32,0.17,2.6,24,7.08,0.16,3,17,4.12,0.16,3.5,16,1.25,0.17,4.8,A1,A1,A1,63,65,2020,2,20191101,20200430,96,26,3,2,1,0,1,0,0,0,0,0,0,0,0,9,4,3,2,1,1,1,0,0,0,0,0,0,0,8,4,1,4,1,0,0,0,0,0,0,0,1,0,6,11,2,3,0,2,0,0,0,0,0,0,0,0,0,7,3,3,2,1,0,0,0,0,0,0,0,1,1,1,5,3,3,3,0,0,0,0,0,0,0,0
4345,B1,S600228,1,35,169,56,AB,4.14,2.5,13,13,104,1,1,0.16,17,5.88,0.13,2.8,13,2.31,0.17,3.6,16,5,0.16,3.5,17,0.59,0.18,3.5,18,1.67,0.15,2.7,23,0.43,0.16,3.1,B1,B1,B1,48,44,2020,2,20191101,20200430,96,8,2,1,2,3,1,0,0,0,0,0,0,0,0,2,1,1,3,4,2,0,0,0,0,0,0,0,0,2,6,1,2,1,3,1,0,0,0,0,0,0,0,1,0,1,1,7,7,0,0,0,0,0,0,0,0,0,3,5,1,4,3,1,0,0,0,0,0,1,0,0,1,1,5,10,6,0,0,0,0,0,0,0,0
4346,B1,S600420,1,35,167,54,A ,5.05,2.58,17,7,93,1,0,0.18,13,8.46,0.18,3.2,16,3.75,0.18,3.6,12,0.83,0.17,3.7,16,1.88,0.19,3.6,21,1.43,0.18,3.6,15,0,0.17,3,B1,B2,B1,45,49,2020,2,20191101,20200430,96,11,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,4,2,3,1,0,0,0,0,0,0,0,0,1,0,3,3,3,2,0,0,0,0,0,0,0,0,1,2,3,2,4,4,0,0,0,0,0,0,0,0,2,1,6,6,4,2,0,0,0,0,0,0,0,0,0,0,3,5,2,5,0,0,0,0,0,0,0,0
4347,A2,S600426,2,35,154,45,AB,6.18,4.2,24,26,119,1,0,0.16,27,9.26,0.15,2.6,22,3.64,0.16,3.4,22,4.55,0.16,2.9,19,2.11,0.17,4,18,1.11,0.18,3.5,11,0.91,0.13,3.1,A1,A2,B2,55,55,2020,2,20191101,20200430,96,16,9,0,2,0,0,0,0,0,0,0,0,0,0,3,5,4,5,4,0,0,0,0,0,0,0,0,1,4,6,7,2,2,1,0,0,0,0,0,0,0,0,1,3,2,6,4,3,0,0,0,0,0,0,0,0,0,2,7,3,6,0,0,0,0,0,0,0,0,0,0,1,1,6,1,2,0,0,0,0,0,0,0,0
4348,A1,S600821,1,34,171,57,AB,6.41,4.48,27,29,125,3,0,0.16,21,8.57,0.15,2.5,18,5,0.16,3.5,29,3.1,0.16,3,19,4.74,0.18,3.7,20,3.5,0.17,3.4,18,2.22,0.15,3.9,A2,A2,A2,51,56,2020,2,20191101,20200430,96,12,6,0,3,0,0,0,0,0,0,0,0,0,0,3,6,2,3,2,2,0,0,0,0,0,0,0,0,5,4,6,8,4,2,0,0,0,0,0,0,0,0,2,7,6,3,1,0,0,0,0,0,0,0,0,0,3,4,5,3,4,1,0,0,0,0,0,0,0,0,2,2,5,4,5,0,0,0,0,0,0,0,0,0
4349,B1,S600913,2,34,157,51,A ,5.14,3.1,13,18,100,2,0,0.17,13,7.69,0.13,2.8,17,4.12,0.19,3.5,20,2.5,0.17,2.8,17,1.18,0.17,3.2,15,1.33,0.15,3,18,2.78,0.17,3.2,B1,B1,B1,50,49,2020,2,20191101,20200430,96,7,3,1,1,0,0,1,0,0,0,0,0,0,0,1,6,5,2,2,1,0,0,0,0,0,0,0,0,3,2,5,7,1,2,0,0,0,0,0,0,0,0,0,2,3,6,3,3,0,0,0,0,0,0,0,0,1,1,1,5,3,4,0,0,0,0,0,0,0,0,1,4,1,3,7,2,0,0,0,0,0,0,0,0
4350,A1,S610228,1,34,169,54,A ,7.53,5.18,39,32,137,4,0,0.15,29,8.28,0.14,2.7,26,5.38,0.16,2.9,19,6.84,0.15,3.3,30,5,0.13,2.9,22,1.82,0.15,3.2,13,0.77,0.17,4.2,A1,A1,B2,63,72,2020,2,20191101,20200430,96,19,5,1,1,1,2,0,0,0,0,0,0,0,0,6,8,5,5,2,0,0,0,0,0,0,0,0,0,6,7,2,2,1,1,0,0,0,0,0,0,0,0,6,9,5,5,2,1,0,0,0,0,0,1,1,0,1,3,4,11,2,0,0,0,0,0,0,1,0,0,1,0,1,5,3,3,0,0,0,0,0,0,0,0
4351,A1,S610315,1,34,161,56,B ,6.62,5.07,37,32,136,4,0,0.16,27,6.67,0.15,2.7,25,6.4,0.15,3.4,23,6.52,0.17,3.2,21,6.19,0.18,2.5,23,2.61,0.16,2.7,18,0.56,0.15,2.8,A1,A2,A2,54,54,2020,2,20191101,20200430,96,16,2,4,2,1,1,0,0,0,0,0,0,0,1,7,9,5,1,0,2,0,0,0,0,0,1,0,0,6,9,3,0,3,1,0,0,0,0,0,0,1,0,6,7,2,3,1,2,0,0,0,0,0,0,0,0,2,4,7,5,3,2,0,0,0,0,0,0,0,0,0,1,7,2,6,2,0,0,0,0,0,0,0,0
4352,A1,S610401,1,34,166,52,AB,6.76,5.07,34,33,132,6,1,0.14,25,8,0.13,2.3,23,6.96,0.14,2.7,27,4.44,0.15,2.9,22,5,0.14,2.5,20,3.5,0.14,2.5,16,0.63,0.16,3.3,A1,A1,A2,57,58,2020,2,20191101,20200430,96,17,3,2,1,0,1,1,0,0,0,0,0,0,0,6,10,3,0,1,3,0,0,0,0,0,0,0,0,6,6,8,4,2,1,0,0,0,0,0,0,0,0,2,9,2,3,4,2,0,0,0,0,0,0,0,0,2,5,4,6,2,1,0,0,0,0,0,0,0,0,1,0,6,3,2,3,0,0,0,0,0,1,0,0
4353,B1,S630315,1,32,172,60,O ,5.16,3.23,19,15,105,0,0,0.16,14,8.57,0.14,2.1,18,5,0.14,2.6,20,2.5,0.16,2.6,19,2.11,0.13,2.4,15,2.67,0.19,3.3,19,0,0.19,4.1,B1,B1,B1,47,49,2020,2,20191101,20200430,96,9,3,1,0,1,0,0,0,0,0,0,0,0,0,3,6,2,3,2,2,0,0,0,0,0,0,0,0,3,2,3,4,5,3,0,0,0,0,0,0,0,0,2,2,6,5,2,2,0,0,0,0,0,0,0,0,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,3,4,6,6,0,0,0,0,0,0,0,0
4355,B1,S581223,1,36,173,59,A ,4.42,2.43,8,19,111,0,0,0.2,14,4.29,0.16,3.1,17,1.76,0.23,4.6,22,3.18,0.19,4,22,3.64,0.19,3.4,21,0.95,0.21,4.3,15,0.67,0.21,5,B1,B1,B1,46,47,2020,2,20191101,20200430,97,5,1,1,3,4,0,0,0,0,0,0,0,0,0,0,3,6,2,4,2,0,0,0,0,0,0,0,0,2,5,3,4,4,4,0,0,0,0,0,0,0,0,1,7,3,5,4,2,0,0,0,0,0,0,0,0,0,2,1,7,3,8,0,0,0,0,0,0,0,0,0,1,1,4,6,3,0,0,0,0,0,0,0,0
4356,A1,S590318,1,36,167,52,O ,6.59,4.86,38,34,148,3,1,0.17,33,8.79,0.14,2.3,30,5.33,0.17,3.8,27,5.19,0.19,3.5,29,2.76,0.18,3.2,20,2,0.17,3.9,10,1,0.2,4.4,A1,A2,A1,53,56,2020,2,20191101,20200430,97,24,5,1,1,0,1,0,0,0,0,0,1,0,0,5,11,7,2,5,0,0,0,0,0,0,0,0,0,6,8,7,2,1,2,0,0,0,0,0,0,1,0,3,5,10,4,5,2,0,0,0,0,0,0,0,0,0,4,5,5,5,1,0,0,0,0,0,0,0,0,0,1,2,1,5,1,0,0,0,0,0,0,0,0
4357,A1,S590629,1,36,165,55,A ,6.2,4.45,36,30,148,5,0,0.16,32,7.81,0.14,2.7,22,6.36,0.16,2.3,24,4.17,0.17,3.3,33,2.73,0.18,3.5,19,3.16,0.16,2.7,20,1,0.17,3.4,A1,A1,A2,57,54,2020,2,20191101,20200430,97,18,7,2,2,2,0,0,0,0,0,0,1,0,0,7,7,4,3,1,0,0,0,0,0,0,0,0,0,3,7,4,5,2,2,0,0,0,0,0,0,0,1,5,4,7,8,5,2,0,0,0,0,0,2,0,0,2,4,5,3,1,4,0,0,0,0,0,0,0,0,1,1,3,4,5,6,0,0,0,0,0,0,0,0
4358,B1,S590824,1,35,164,52,O ,5.28,3.78,22,26,127,2,0,0.2,16,7.5,0.18,2.9,29,3.45,0.17,3.7,28,5.36,0.19,3.8,21,3.33,0.22,4,23,1.3,0.23,4.9,10,1,0.23,5.6,B1,B1,A2,48,49,2020,2,20191101,20200430,97,9,3,0,3,1,0,0,0,0,0,0,0,0,0,5,5,4,6,3,6,0,0,0,0,0,0,0,0,6,9,6,3,2,2,0,0,0,0,0,0,0,0,1,6,2,7,3,2,0,0,0,0,0,0,0,0,1,2,1,3,9,7,0,0,0,0,0,0,0,0,0,1,0,3,2,4,0,0,0,0,0,0,0,0
4359,B1,S590830,1,35,169,56,O ,4.84,2.56,12,9,82,0,0,0.16,15,6.67,0.14,2.3,14,2.86,0.18,3.5,10,4,0.15,2.8,18,1.11,0.15,3.1,13,0.77,0.15,3.2,12,0,0.18,3.7,A1,A2,A2,53,50,2020,2,20191101,20200430,97,7,3,1,3,0,1,0,0,0,0,0,0,0,0,1,3,3,2,3,2,0,0,0,0,0,0,0,0,3,1,2,2,1,1,0,0,0,0,0,0,0,0,1,1,4,4,4,2,2,0,0,0,0,0,0,0,0,1,0,4,6,1,0,0,0,0,0,0,0,1,0,0,3,4,2,3,0,0,0,0,0,0,0,0
4360,B1,S591003,1,35,168,55,O ,5.13,3.14,11,17,89,0,0,0.17,13,8.46,0.13,1.9,14,5,0.18,3.6,19,2.11,0.17,3.3,13,1.54,0.17,3.5,16,1.88,0.2,3.6,15,0.67,0.17,3.6,B1,B1,B1,46,49,2020,2,20191101,20200430,97,8,3,0,1,1,0,0,0,0,0,0,0,0,0,2,5,0,4,1,2,0,0,0,0,0,0,0,0,1,3,2,4,4,5,0,0,0,0,0,0,0,0,0,2,5,2,2,1,0,0,0,0,0,1,0,0,0,3,4,5,0,4,0,0,0,0,0,0,0,0,0,1,5,3,5,1,0,0,0,0,0,0,0,0
4361,A1,S591030,1,35,165,54,B ,6.62,4.76,31,31,130,5,0,0.18,29,8.28,0.16,2.3,18,3.89,0.16,2.5,18,6.11,0.15,3.3,26,5,0.17,2.8,21,2.86,0.2,3.7,19,0.53,0.22,4.3,A1,A1,A1,59,59,2020,2,20191101,20200430,97,17,7,3,0,0,1,1,0,0,0,0,0,0,0,4,3,3,4,3,0,0,0,0,0,0,1,0,0,3,8,4,2,0,1,0,0,0,0,0,0,0,0,5,8,6,3,3,1,0,0,0,0,0,0,0,0,2,4,5,5,2,2,0,0,0,0,0,0,1,0,0,1,4,5,4,5,0,0,0,0,0,0,0,0
4362,A1,S600206,1,35,163,54,B ,6.82,5.29,43,39,155,6,1,0.15,34,8.53,0.14,2.7,28,6.07,0.15,3.3,28,4.64,0.15,3,28,5.36,0.16,3.1,22,3.18,0.15,3.5,15,0.67,0.14,3.5,A1,A1,A1,58,62,2020,2,20191101,20200430,97,25,4,1,1,2,1,0,0,0,0,0,0,0,0,7,10,2,6,1,2,0,0,0,0,0,0,0,0,5,8,8,0,4,3,0,0,0,0,0,0,0,0,6,9,5,5,1,2,0,0,0,0,0,0,0,0,0,7,1,6,7,1,0,0,0,0,0,0,0,0,0,1,2,5,1,6,0,0,0,0,0,0,0,0
4363,A1,S600217,1,35,169,51,A ,6.41,4.69,38,30,145,5,2,0.16,29,8.28,0.13,2,24,7.08,0.14,2.9,23,2.61,0.15,2.3,24,3.75,0.15,3.2,25,3.2,0.17,3.3,21,1.9,0.21,4.4,A1,A2,B1,53,55,2020,2,20191101,20200430,97,20,4,1,4,0,0,0,0,0,0,0,0,0,0,6,11,4,1,0,2,0,0,0,0,0,0,0,0,2,4,7,4,3,2,0,0,0,0,0,1,0,0,5,4,3,6,3,2,0,0,0,0,0,0,0,1,5,3,5,3,4,5,0,0,0,0,0,0,0,0,0,4,4,8,2,2,0,0,0,0,0,0,1,0
4364,A1,S600319,1,35,169,54,A ,6.81,4.64,46,26,155,8,2,0.14,30,9.33,0.13,2.5,29,5.86,0.15,3.2,28,3.93,0.14,2.9,25,4,0.13,2.8,22,2.27,0.13,2.9,22,0.45,0.16,3.9,A1,A1,A1,62,62,2020,2,20191101,20200430,97,26,2,1,0,0,1,0,0,0,0,0,0,0,0,7,10,4,2,3,3,0,0,0,0,0,0,0,0,4,7,9,5,1,1,0,0,0,0,0,1,0,0,6,4,5,3,7,0,0,0,0,0,0,0,0,0,3,2,4,4,3,6,0,0,0,0,0,0,0,0,0,1,6,4,4,7,0,0,0,0,0,0,0,0
4365,B1,S600925,1,34,169,52,B ,5.15,3.19,17,22,122,2,0,0.18,17,8.82,0.19,4,18,3.33,0.18,3.7,20,3.5,0.19,3.4,23,3.04,0.15,3,27,1.48,0.18,3.2,17,0,0.23,4.5,B1,B1,B1,48,49,2020,2,20191101,20200430,97,11,4,1,0,0,1,0,0,0,0,0,0,0,0,1,5,5,3,4,0,0,0,0,0,0,0,0,0,2,5,3,5,3,2,0,0,0,0,0,0,0,0,3,4,4,5,7,0,0,0,0,0,0,0,0,0,0,4,4,7,5,7,0,0,0,0,0,0,0,0,0,0,3,4,4,6,0,0,0,0,0,0,0,0
4366,A1,S601009,1,34,169,53,AB,7.11,5.97,39,41,134,10,0,0.14,30,8,0.14,2.7,20,7.5,0.15,3.4,23,6.09,0.12,2.7,26,5.38,0.13,2.4,21,3.81,0.13,2.7,14,3.57,0.17,3.6,A1,A1,A1,60,59,2020,2,20191101,20200430,97,21,3,1,0,2,2,0,0,0,0,0,0,1,0,3,12,1,1,2,1,0,0,0,0,0,0,0,0,5,9,5,1,3,0,0,0,0,0,0,0,0,0,4,10,8,1,0,3,0,0,0,0,0,0,0,0,4,4,4,3,2,3,0,0,0,0,0,0,1,0,2,3,2,3,2,2,0,0,0,0,0,0,0,0
4367,A2,S601025,1,34,164,52,A ,5.65,3.41,20,22,123,5,0,0.18,19,8.42,0.19,2.9,19,4.21,0.18,3.2,22,3.18,0.17,4,22,3.64,0.2,4,26,0.77,0.17,3.8,15,0.67,0.19,3.6,A2,B1,B1,51,50,2020,2,20191101,20200430,97,11,5,2,1,0,0,0,0,0,0,0,0,0,0,3,5,7,3,1,0,0,0,0,0,0,0,0,0,4,3,5,3,4,2,0,0,0,0,0,0,1,0,1,7,7,0,3,4,0,0,0,0,0,0,0,0,0,2,8,4,5,6,0,0,0,0,0,0,1,0,1,0,5,5,1,3,0,0,0,0,0,0,0,0
4368,B1,S601025,1,34,165,53,A ,5.02,2.2,12,12,109,1,0,0.19,15,6.67,0.14,2.7,14,5,0.17,3.7,19,1.58,0.16,3.4,26,0.77,0.23,4.2,17,0.59,0.19,4.4,19,0.53,0.21,5.1,B1,B1,B1,49,50,2020,2,20191101,20200430,97,9,1,1,2,1,1,0,0,0,0,0,0,0,0,1,6,2,2,3,0,0,0,0,0,0,0,0,0,2,1,7,2,6,1,0,0,0,0,0,0,0,0,0,2,12,6,2,3,0,0,0,0,0,1,0,0,0,1,4,6,4,2,0,0,0,0,0,0,0,0,0,1,6,3,5,4,0,0,0,0,0,0,0,0
4369,A2,S601029,1,34,170,58,A ,5.87,3.98,30,23,133,2,0,0.18,22,7.27,0.18,3.2,27,4.81,0.18,3.8,20,4.5,0.18,3.4,23,4.78,0.15,2.6,25,1.6,0.18,3.4,16,0,0.21,4.7,A2,A2,A1,53,51,2020,2,20191101,20200430,97,12,4,3,1,1,0,0,0,0,0,0,0,1,0,8,5,4,5,2,2,0,0,0,0,0,0,1,0,4,5,3,5,2,1,0,0,0,0,0,0,0,0,5,6,3,1,4,3,1,0,0,0,0,0,0,0,1,3,8,6,4,3,0,0,0,0,0,0,0,0,0,0,6,4,4,2,0,0,0,0,0,0,0,0
4370,A1,S611001,1,33,168,51,AB,6.83,5.14,33,22,107,4,1,0.18,21,7.62,0.16,3.3,14,2.86,0.16,3.6,16,6.25,0.17,3.7,21,5.24,0.18,4,18,5,0.18,3.7,17,2.94,0.21,4.6,A1,A1,A1,58,61,2020,2,20191101,20200430,97,16,0,3,0,2,0,0,0,0,0,0,0,0,0,1,3,2,1,5,1,1,0,0,0,0,0,0,0,4,6,2,1,1,2,0,0,0,0,0,0,0,0,4,7,7,2,1,0,0,0,0,0,0,0,0,0,5,4,3,0,1,5,0,0,0,0,0,0,0,0,3,2,2,1,6,2,1,0,0,0,0,0,0,0
4371,A1,S620515,1,33,169,52,A ,7.25,4.9,52,27,161,9,2,0.14,38,9.21,0.12,1.8,30,3.67,0.13,3.1,31,4.84,0.14,3,24,4.58,0.15,3.1,29,2.41,0.14,3.5,11,0,0.15,4.9,A1,A1,A1,62,67,2020,2,20191101,20200430,97,32,3,1,0,1,0,0,0,0,0,0,1,0,0,4,7,8,6,3,2,0,0,0,0,0,0,0,0,7,8,8,2,2,3,0,0,0,0,0,1,0,0,5,6,7,3,1,2,0,0,0,0,0,0,0,0,4,3,5,5,6,6,0,0,0,0,0,0,0,0,0,0,5,1,3,2,0,0,0,0,0,0,0,0
4372,A2,S620806,2,32,161,47,B ,6,4.37,18,24,96,2,0,0.16,17,5.88,0.15,2.4,14,5.71,0.16,3.3,19,4.21,0.17,3.2,16,4.38,0.18,2.6,18,3.33,0.16,3.4,13,2.31,0.14,2.1,A2,A1,A2,52,52,2020,2,20191101,20200430,97,7,3,6,0,0,1,0,0,0,0,0,0,0,0,4,4,3,1,2,0,0,0,0,0,0,0,0,0,1,7,2,5,3,1,0,0,0,0,0,0,0,0,5,2,2,2,3,2,0,0,0,0,0,0,0,0,1,5,3,3,4,1,0,0,0,0,0,1,0,0,0,3,2,4,0,4,0,0,0,0,0,0,0,0
4373,A2,S630622,2,32,158,47,B ,5.84,4.06,14,25,96,2,0,0.2,19,6.32,0.19,2.9,14,5,0.19,3.6,17,3.53,0.19,4,19,3.16,0.2,3.7,14,5,0.2,3.9,13,0.77,0.22,4.8,A2,A2,A2,51,51,2020,2,20191101,20200430,97,6,6,3,1,1,0,1,0,0,0,0,0,0,1,2,5,2,3,2,0,0,0,0,0,0,0,0,0,1,5,2,6,3,0,0,0,0,0,0,0,0,0,1,5,8,1,1,3,0,0,0,0,0,0,0,0,4,3,3,0,4,0,0,0,0,0,0,0,0,0,0,1,3,4,3,2,0,0,0,0,0,0,0,0
4374,B1,S590427,1,36,168,50,A ,4.56,2.91,12,18,103,1,1,0.15,14,7.14,0.13,2.9,18,3.33,0.18,3,20,2,0.14,2.6,11,3.64,0.16,2.7,21,1.9,0.13,2.2,20,1,0.16,3.5,B1,B1,B1,45,46,2020,2,20191101,20200430,98,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,6,2,4,4,2,0,0,0,0,0,0,0,0,1,3,3,5,4,2,0,0,0,0,0,0,2,0,4,0,1,0,4,2,0,0,0,0,0,0,0,0,1,3,4,6,3,3,0,0,0,0,0,1,0,0,0,2,0,3,4,11,0,0,0,0,0,0,0,0
4375,A2,S590506,1,36,160,51,B ,5.82,4.21,31,23,128,3,0,0.18,20,9,0.2,3.2,23,3.48,0.19,4.1,25,4.4,0.19,3.3,17,4.71,0.16,2.4,32,2.19,0.16,2.9,12,1.67,0.22,3.8,A2,A2,B1,51,50,2020,2,20191101,20200430,98,16,2,2,0,0,0,0,0,0,0,0,0,0,0,3,5,7,1,2,5,0,0,0,0,0,0,0,0,3,8,8,1,1,3,0,0,0,0,0,0,1,0,5,3,0,4,3,2,0,0,0,0,0,0,0,0,3,4,4,9,6,5,0,0,0,0,0,1,0,0,1,1,1,1,4,4,0,0,0,0,0,0,0,0
4376,A2,S590524,1,36,165,50,O ,5.85,4.68,31,36,143,3,0,0.16,27,8.52,0.16,2.8,28,5,0.15,2.7,23,5.22,0.15,2.7,22,3.64,0.14,2.6,20,2.5,0.15,2.7,23,2.17,0.18,3.6,A2,A2,A1,52,51,2020,2,20191101,20200430,98,16,7,0,3,0,1,0,0,0,0,0,0,0,0,6,8,2,5,3,4,0,0,0,0,0,0,0,0,1,11,2,6,3,0,0,0,0,0,0,0,0,0,4,4,3,2,5,4,0,0,0,0,0,0,0,0,3,2,5,1,5,4,0,0,0,0,0,0,0,0,1,4,2,4,8,4,0,0,0,0,0,0,0,0
4377,A1,S590621,1,36,170,50,AB,6.37,4.53,42,26,150,5,1,0.18,31,8.39,0.15,2.5,27,5.93,0.15,2.9,19,3.16,0.18,3.7,22,3.64,0.18,3.7,24,3.75,0.21,3.6,27,1.11,0.2,4.1,A2,A2,A2,51,53,2020,2,20191101,20200430,98,21,5,3,0,0,2,0,0,0,0,0,0,0,0,11,5,4,1,2,4,0,0,0,0,0,0,0,0,3,3,5,3,3,2,0,0,0,0,0,0,0,0,5,3,7,3,1,3,0,0,0,0,0,0,0,0,1,8,3,8,3,1,0,0,0,0,0,0,0,0,1,2,11,4,6,3,0,0,0,0,0,0,0,0
4379,B1,S590808,1,35,162,56,O ,5.23,3.08,17,20,120,0,0,0.21,19,6.84,0.2,4.1,16,3.75,0.19,4.2,22,4.09,0.17,3.7,24,1.25,0.21,4,23,2.17,0.23,4.9,16,0.63,0.24,5.1,A2,A2,B1,51,49,2020,2,20191101,20200430,98,9,4,4,1,1,0,0,0,0,0,0,0,0,0,3,3,6,2,2,0,0,0,0,0,0,0,0,0,2,7,3,1,6,2,0,0,0,0,0,0,0,1,1,2,8,6,3,3,1,0,0,0,0,0,0,0,2,3,2,8,5,3,0,0,0,0,0,0,0,0,0,1,2,4,8,1,0,0,0,0,0,0,0,0
4380,B1,S590819,1,35,168,53,O ,4.93,2.99,16,16,107,0,0,0.18,14,6.43,0.15,2.2,20,3,0.19,3.4,24,3.75,0.17,3.2,15,3.33,0.19,3.1,20,0.5,0.17,3,15,1.33,0.23,4.2,B1,B1,B1,49,48,2020,2,20191101,20200430,98,9,0,0,2,2,1,0,0,0,0,0,0,0,0,1,5,4,3,1,6,0,0,0,0,0,0,0,0,4,5,8,1,4,1,0,0,0,0,0,1,0,0,2,3,3,1,3,3,0,0,0,0,0,0,0,0,0,1,2,6,6,5,0,0,0,0,0,0,0,0,0,2,2,4,2,5,0,0,0,0,0,0,0,0
4381,A2,S590914,1,35,163,52,A ,5.74,4.49,13,27,89,5,2,0.17,11,6.36,0.16,4.2,17,4.71,0.17,2.7,16,4.38,0.18,2.7,15,5.33,0.16,3,23,2.61,0.16,2.6,9,4.44,0.16,2.4,B1,B2,B1,47,51,2020,2,20191101,20200430,98,3,4,1,2,0,1,0,0,0,0,0,0,0,0,2,6,1,1,2,5,0,0,0,0,0,0,0,0,2,5,3,2,2,2,0,0,0,0,0,0,0,0,5,3,0,5,2,0,0,0,0,0,0,0,0,0,1,5,6,1,2,6,0,1,0,0,0,1,0,0,0,4,2,0,2,1,0,0,0,0,0,0,0,0
4382,A2,S591013,1,35,172,56,A ,5.42,3.1,15,17,103,1,0,0.15,20,7,0.12,2.4,14,2.14,0.16,4,22,3.64,0.16,3.1,19,1.05,0.16,2.8,19,1.58,0.17,3.4,10,2,0.16,3.5,A2,A2,A2,51,51,2020,2,20191101,20200430,98,8,6,4,1,1,0,0,0,0,0,0,0,0,0,2,1,3,3,2,2,0,0,0,0,0,1,0,0,2,6,5,4,4,1,0,0,0,0,0,0,0,0,0,2,7,7,1,2,0,0,0,0,0,0,0,0,2,1,2,5,7,2,0,0,0,0,0,0,0,0,1,1,2,3,1,2,0,0,0,0,0,0,0,0
