Number,Rank,birthday,Sex,Age,Tall,Weight,BloodType,Win_rate,Wins_rate,1st_num,2nd_num,Runs_num,Yusyutu_num,Champ_num,ST_mean,Course1_entry_num,Course1_Wins_rate,Course1_ST_mean,Course1_Start_Rank,Course2_entry_num,Course2_Wins_rate,Course2_ST_mean,Course2_Start_Rank,Course3_entry_num,Course3_Wins_rate,Course3_ST_mean,Course3_Start_Rank,Course4_entry_num,Course4_Wins_rate,Course4_ST_mean,Course4_Start_Rank,Course5_entry_num,Course5_Wins_rate,Course5_ST_mean,Course5_Start_Rank,Course6_entry_num,Course6_Wins_rate,Course6_ST_mean,Course6_Start_Rank,bef_Rank,bef_bef_Rank,bef_bef_bef_Rank,bef_Capavility_index,Now_Capability_index,Year,Period,CalcurationPeriod1,CalcurationPeriod2,GraduatePeriod,Course1_1st_num,Course1_2nd_num,Course1_3rd_num,Course1_4th_num,Course1_5th_num,Course1_6th_num,Course1_F_num,Course1_L0_num,Course1_L1_num,Course1_K0_num,Course1_K1_num,Course1_S0_num,Course1_S1_num,Course1_S2_num,Course2_1st_num,Course2_2nd_num,Course2_3rd_num,Course2_4th_num,Course2_5th_num,Course2_6th_num,Course2_F_num,Course2_L0_num,Course2_L1_num,Course2_K0_num,Course2_K1_num,Course2_S0_num,Course2_S1_num,Course2_S2_num,Course3_1st_num,Course3_2nd_num,Course3_3rd_num,Course3_4th_num,Course3_5th_num,Course3_6th_num,Course3_F_num,Course3_L0_num,Course3_L1_num,Course3_K0_num,Course3_K1_num,Course3_S0_num,Course3_S1_num,Course3_S2_num,Course4_1st_num,Course4_2nd_num,Course4_3rd_num,Course4_4th_num,Course4_5th_num,Course4_6th_num,Course4_F_num,Course4_L0_num,Course4_L1_num,Course4_K0_num,Course4_K1_num,Course4_S0_num,Course4_S1_num,Course4_S2_num,Course5_1st_num,Course5_2nd_num,Course5_3rd_num,Course5_4th_num,Course5_5th_num,Course5_6th_num,Course5_F_num,Course5_L0_num,Course5_L1_num,Course5_K0_num,Course5_K1_num,Course5_S0_num,Course5_S1_num,Course5_S2_num,Course6_1st_num,Course6_2nd_num,Course6_3rd_num,Course6_4th_num,Course6_5th_num,Course6_6th_num,Course6_F_num,Course6_L0_num,Course6_L1_num,Course6_K0_num,Course6_K1_num,Course6_S0_num,Course6_S1_num,Course6_S2_num
3072,B1,S361028,1,58,161,54,B ,5.21,3.38,21,21,124,0,0,0.18,49,5.1,0.17,2.9,69,2.46,0.19,3.3,5,0,0.16,3.4,1,0,0.15,4,0,0,0,0,0,0,0,0,A2,B1,B1,49,49,2020,2,20191101,20200430,51,19,6,5,2,9,6,1,0,0,0,0,0,0,1,2,15,16,14,16,6,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3073,B1,S370805,1,57,164,56,A ,2.63,1.19,7,4,92,0,0,0.17,16,4.38,0.16,3,10,1,0.19,3.1,9,0,0.22,4.3,14,0,0.15,3.4,17,0.59,0.19,3,27,0.74,0.16,3,B1,B1,B1,44,38,2020,2,20191101,20200430,51,4,3,1,0,3,5,0,0,0,0,0,0,0,0,1,0,1,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,1,3,1,9,0,0,0,0,0,0,0,0,1,0,1,1,3,11,0,0,0,0,0,0,0,0,1,1,1,1,4,19,0,0,0,0,0,0,0,0
3075,A2,S370824,1,57,164,51,B ,5.59,3.84,25,23,125,1,0,0.16,21,8.1,0.16,2.8,27,5.19,0.16,2.8,22,3.64,0.19,3.7,20,2.5,0.16,3.3,22,1.36,0.17,2.9,13,0.77,0.14,3.1,A2,A2,A2,51,51,2020,2,20191101,20200430,51,12,5,2,0,0,2,0,0,0,0,0,0,0,0,8,6,5,1,5,2,0,0,0,0,0,0,0,0,2,6,4,4,3,3,0,0,0,0,0,0,0,0,3,2,4,3,6,2,0,0,0,0,0,0,0,0,0,3,2,6,9,2,0,0,0,0,0,0,0,0,0,1,2,8,2,0,0,0,0,0,0,0,0,0
3079,B2,S380615,1,57,165,53,O ,3.05,1.5,3,3,40,0,0,0.25,7,4.29,0.23,4.7,5,2,0.25,4.8,4,0,0.23,4.5,10,1,0.23,4.2,5,0,0.31,4.6,8,1.25,0.29,4.6,B1,B2,B1,44,38,2020,2,20191101,20200430,51,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0
3081,B1,S380713,1,56,163,53,O ,5.34,3.92,22,18,102,1,0,0.18,19,9.47,0.16,2.8,20,5.5,0.18,3,15,0.67,0.21,3.7,14,3.57,0.19,3.3,16,2.5,0.15,3.2,17,0.59,0.21,4.8,A2,B1,A2,51,48,2020,2,20191101,20200430,51,13,5,0,0,0,1,0,0,0,0,0,0,0,0,5,6,3,3,0,3,0,0,0,0,0,0,0,0,0,1,5,3,3,3,0,0,0,0,0,0,0,0,2,3,3,1,1,4,0,0,0,0,0,0,0,0,2,2,2,2,5,3,0,0,0,0,0,0,0,0,0,1,1,3,4,7,0,0,0,0,0,0,1,0
3105,B1,S380715,1,56,165,56,A ,4.94,2.65,15,16,117,1,0,0.18,21,7.14,0.16,2.8,18,3.33,0.19,3.6,25,2.8,0.17,3.7,13,0.77,0.2,3.4,19,0.53,0.18,3.9,21,0.48,0.21,4.5,A2,A2,B1,52,48,2020,2,20191101,20200430,52,9,6,1,3,0,1,1,0,0,0,0,0,0,0,4,2,4,2,4,2,0,0,0,0,0,0,0,0,1,6,7,4,4,3,0,0,0,0,0,0,0,0,1,0,4,4,4,0,0,0,0,0,0,0,0,0,0,1,7,1,4,6,0,0,0,0,0,0,0,0,0,1,2,9,3,6,0,0,0,0,0,0,0,0
3107,B1,S381116,1,56,163,49,A ,5.05,2.34,18,12,128,1,0,0.19,21,5.71,0.17,3.9,24,2.92,0.2,3.8,26,1.92,0.2,4,19,2.11,0.18,3.3,29,0.34,0.19,3.5,9,1.11,0.14,2.9,B1,B1,B1,49,49,2020,2,20191101,20200430,52,10,2,4,4,0,1,0,0,0,0,0,0,0,0,2,5,3,8,2,4,0,0,0,0,0,0,0,0,3,2,8,5,3,5,0,0,0,0,0,0,0,0,3,1,5,3,5,2,0,0,0,0,0,0,0,0,0,1,8,13,4,3,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,0
3108,B1,S381206,1,56,162,51,A ,3.75,1.95,3,15,92,0,0,0.18,15,4,0.18,2.4,16,1.25,0.17,3,20,2.5,0.19,3.8,11,0.91,0.18,3.8,21,1.43,0.17,3,10,1,0.21,3.9,B1,B1,B1,47,44,2020,2,20191101,20200430,52,1,5,2,2,3,2,0,0,0,0,0,0,0,0,1,1,5,1,4,4,0,0,0,0,0,0,0,0,1,4,2,2,5,5,0,0,0,0,0,1,0,0,0,1,0,2,5,3,0,0,0,0,0,0,0,0,0,3,1,7,5,5,0,0,0,0,0,0,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,0
3122,B1,S361210,1,58,165,56,A ,4.55,2.24,6,18,107,0,0,0.18,14,4.29,0.18,3.6,20,3,0.17,3.1,23,3.48,0.17,2.9,15,1.33,0.21,3.9,19,0.53,0.2,3.7,16,0.63,0.18,3.4,B1,B1,B1,45,48,2020,2,20191101,20200430,53,3,3,2,2,4,0,0,0,0,0,0,0,0,0,0,6,4,3,4,3,0,0,0,0,0,0,0,0,1,7,6,4,3,2,0,0,0,0,0,0,0,0,1,1,7,3,2,1,0,0,0,0,0,0,0,0,0,1,1,5,6,6,0,0,0,0,0,0,0,0,1,0,2,5,5,3,0,0,0,0,0,0,0,0
3123,B1,S370627,1,58,160,50,O ,4.48,2.4,13,12,104,0,0,0.19,16,5.63,0.17,3.5,31,2.9,0.19,3.7,19,1.05,0.2,3.7,21,1.9,0.18,4,15,0.67,0.22,4.3,2,0,0.19,5.5,B1,B1,B1,46,47,2020,2,20191101,20200430,53,6,3,3,1,2,1,0,0,0,0,0,0,0,0,4,5,5,6,7,4,0,0,0,0,0,0,0,0,2,0,3,6,6,1,1,0,0,0,0,0,0,0,1,3,3,3,6,5,0,0,0,0,0,0,0,0,0,1,2,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3138,B2,S350226,1,60,160,54,B ,3.32,0.85,1,3,47,0,0,0.22,8,2.5,0.18,3.6,10,1,0.25,5.2,10,1,0.23,4.6,6,0,0.26,5,9,0,0.19,4.3,4,0,0.25,5.5,B1,B2,B1,44,43,2020,2,20191101,20200430,54,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,3,2,0,0,0,0,0,0,0,0,0,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
3141,B1,S361107,1,58,160,56,O ,4.68,2.85,12,18,105,0,0,0.19,16,6.88,0.16,3.1,23,3.04,0.19,3.7,20,3,0.2,3.8,15,2.67,0.19,3.4,18,0.56,0.19,3.2,14,0.71,0.19,4.7,B1,B1,B1,47,48,2020,2,20191101,20200430,54,6,5,3,1,1,0,0,0,0,0,0,0,0,0,3,4,2,3,8,3,0,0,0,0,0,0,0,0,0,6,1,7,5,1,0,0,0,0,0,0,0,0,2,2,3,1,4,3,0,0,0,0,0,0,0,0,1,0,5,2,8,2,0,0,0,0,0,0,0,0,0,1,1,1,6,4,0,0,0,0,0,1,0,0
3142,B2,S371006,2,57,158,50,O ,3.24,1.02,1,4,49,0,0,0.2,7,1.43,0.27,5,8,2.5,0.19,3.5,10,1,0.18,3.7,10,1,0.22,4.7,11,0,0.16,4.1,3,0,0.2,4,B1,B1,B1,42,43,2020,2,20191101,20200430,54,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,1,0,1,3,3,2,0,0,0,0,0,0,0,0,0,1,0,4,3,2,0,0,0,0,0,0,0,0,0,0,1,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3151,B1,S390409,1,56,167,57,B ,4.04,2,5,10,75,0,0,0.2,9,5.56,0.16,2.7,13,3.08,0.19,3,16,1.25,0.19,3.7,12,0.83,0.21,3.4,15,1.33,0.21,3.8,10,1,0.25,5,B1,B1,B1,47,45,2020,2,20191101,20200430,54,3,2,0,2,0,2,0,0,0,0,0,0,0,0,1,3,1,5,1,2,0,0,0,0,0,0,0,0,0,2,3,6,0,4,1,0,0,0,0,0,0,0,0,1,2,2,1,6,0,0,0,0,0,0,0,0,1,1,4,2,2,5,0,0,0,0,0,0,0,0,0,1,0,2,3,4,0,0,0,0,0,0,0,0
3153,B1,S390512,1,56,159,53,O ,4.54,2.56,5,23,109,0,0,0.2,16,7.5,0.16,2.4,28,2.86,0.18,4.2,21,1.43,0.19,4.2,26,1.54,0.24,4.7,13,0.77,0.22,4.2,5,0,0.25,5.6,B1,B1,B1,46,48,2020,2,20191101,20200430,54,2,10,0,1,2,1,0,0,0,0,0,0,0,0,1,7,6,7,4,3,0,0,0,0,0,0,0,0,0,3,3,8,4,3,0,0,0,0,0,0,0,0,2,2,3,9,3,7,0,0,0,0,0,0,0,0,0,1,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0
3156,A1,S391029,1,55,160,54,O ,6.27,4.66,32,31,135,6,0,0.16,27,7.78,0.15,3.2,40,5.25,0.16,3.4,32,4.69,0.15,2.9,32,1.25,0.18,3.5,3,6.67,0.16,3.3,1,0,0.24,6,A2,A2,B1,50,53,2020,2,20191101,20200430,54,16,5,3,1,2,0,0,0,0,0,0,0,0,0,7,14,6,5,5,3,0,0,0,0,0,0,0,0,6,9,6,7,4,0,0,0,0,0,0,0,0,0,2,2,7,7,12,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3158,A1,S400128,1,55,161,55,O ,6.71,4.85,39,30,142,5,1,0.15,34,9.12,0.15,3,22,4.55,0.16,2.1,23,4.78,0.16,3.1,19,3.68,0.13,2.7,27,2.96,0.14,2.7,17,1.18,0.16,2.5,A2,A1,A1,50,56,2020,2,20191101,20200430,54,27,4,0,2,0,1,0,0,0,0,0,0,0,0,5,5,8,3,1,0,0,0,0,0,0,0,0,0,1,10,4,4,3,1,0,0,0,0,0,0,0,0,2,5,7,1,4,0,0,0,0,0,0,0,0,0,3,5,9,4,3,3,0,0,0,0,0,0,0,0,1,1,4,6,3,2,0,0,0,0,0,0,0,0
3159,A1,S400211,1,55,164,54,AB,7.41,6.07,54,31,140,7,4,0.14,56,8.04,0.14,2.3,81,4.81,0.14,2.9,3,3.33,0.21,3.7,0,0,0,0,0,0,0,0,0,0,0,0,A1,A1,A1,58,59,2020,2,20191101,20200430,54,35,10,6,1,1,3,0,0,0,0,0,0,0,0,18,21,17,8,7,9,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,A2,S350301,1,60,163,53,AB,5.76,3.94,15,30,114,1,0,0.19,22,7.27,0.15,3,21,4.29,0.17,3.9,33,3.94,0.21,4.2,23,2.17,0.19,4.4,12,1.67,0.21,3.5,3,0,0.22,5.7,B1,A2,A2,50,52,2020,2,20191101,20200430,55,10,6,2,3,0,1,0,0,0,0,0,0,0,0,2,7,5,3,2,2,0,0,0,0,0,0,0,0,1,12,5,7,5,3,0,0,0,0,0,0,0,0,1,4,8,4,3,3,0,0,0,0,0,0,0,0,1,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
3164,B1,S360212,1,59,159,50,B ,4.62,2.6,7,12,73,0,0,0.18,11,5.45,0.16,2.4,16,3.75,0.18,3.5,9,3.33,0.19,3.9,10,1,0.19,3.4,15,2,0.19,3.3,12,0,0.19,4,B1,B2,B1,45,47,2020,2,20191101,20200430,55,5,1,1,1,2,1,0,0,0,0,0,0,0,0,1,5,4,3,3,0,0,0,0,0,0,0,0,0,0,3,1,1,0,4,0,0,0,0,0,0,0,0,0,1,3,2,2,2,0,0,0,0,0,0,0,0,1,2,3,2,4,3,0,0,0,0,0,0,0,0,0,0,2,2,3,5,0,0,0,0,0,0,0,0
3170,B2,S380330,1,57,161,51,B ,3.46,1.66,5,3,48,0,0,0.2,6,10,0.14,2.8,12,0,0.21,5.3,9,1.11,0.19,4.2,12,0.83,0.25,4.8,7,0,0.16,3.9,2,0,0.18,4.5,B2,B1,B1,44,42,2020,2,20191101,20200430,55,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,3,0,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,1,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3175,A2,S381215,2,56,158,48,B ,5.7,3.23,14,20,105,0,0,0.18,19,5.79,0.21,3.7,20,4,0.19,3.4,17,3.53,0.18,3.5,17,3.53,0.16,3,14,1.43,0.15,2.2,18,0.56,0.19,3.6,A2,B1,A2,53,52,2020,2,20191101,20200430,55,2,9,3,2,1,0,1,0,0,0,0,0,1,0,5,3,3,6,3,0,0,0,0,0,0,0,0,0,2,4,2,6,2,1,0,0,0,0,0,0,0,0,3,3,6,4,1,0,0,0,0,0,0,0,0,0,1,1,5,5,1,1,0,0,0,0,0,0,0,0,1,0,8,5,3,1,0,0,0,0,0,0,0,0
3176,A2,S390518,1,56,160,51,A ,5.53,3.63,25,23,132,1,0,0.18,22,8.64,0.14,2.5,28,4.29,0.17,3.4,15,2.67,0.15,2.7,26,2.69,0.19,4,25,2,0.21,4.2,16,0.63,0.22,4.3,B1,A2,B1,50,50,2020,2,20191101,20200430,55,14,5,2,0,1,0,0,0,0,0,0,0,0,0,5,7,4,3,6,3,0,0,0,0,0,0,0,0,3,1,3,3,4,1,0,0,0,0,0,0,0,0,2,5,9,5,3,2,0,0,0,0,0,0,0,0,0,5,3,7,6,4,0,0,0,0,0,0,0,0,1,0,4,2,5,4,0,0,0,0,0,0,0,0
3177,B1,S390611,2,56,160,51,A ,4.12,2.01,7,14,104,0,0,0.21,18,5,0.25,4.1,16,2.5,0.25,4.4,20,2.5,0.19,3.4,20,1,0.2,3.4,11,0.91,0.22,3.9,19,0,0.18,4,B1,B1,B1,44,46,2020,2,20191101,20200430,55,3,6,2,3,1,3,0,0,0,0,0,0,0,0,1,3,5,1,5,1,0,0,0,0,0,0,0,0,3,2,3,5,5,2,0,0,0,0,0,0,0,0,0,2,3,6,5,4,0,0,0,0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,6,6,7,0,0,0,0,0,0,0,0
3182,B1,S400210,2,55,158,51,O ,4,1.83,1,10,60,0,0,0.22,10,4,0.22,4.1,10,5,0.23,4.6,12,0.83,0.23,4.1,10,0,0.19,4.3,9,0,0.24,4.8,9,1.11,0.23,4.8,B1,B1,B1,44,46,2020,2,20191101,20200430,55,0,4,2,1,0,3,0,0,0,0,0,0,0,0,0,5,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,1,1,1,4,2,0,0,0,0,0,0,0,0
3186,B1,S350425,1,60,157,53,O ,4.61,2.76,11,15,94,0,0,0.2,12,4.17,0.22,4.5,19,3.16,0.21,4.4,21,3.81,0.18,3.6,24,2.08,0.22,3.8,14,1.43,0.18,3.7,5,0,0.16,4,B1,B1,B1,45,47,2020,2,20191101,20200430,56,3,2,1,3,3,0,0,0,0,0,0,0,0,0,1,5,4,3,1,5,0,0,0,0,0,0,0,0,4,4,3,1,6,2,0,0,0,0,0,1,0,0,2,3,3,3,7,6,0,0,0,0,0,0,0,0,1,1,0,6,3,3,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0
3187,B1,S360120,1,59,158,53,A ,4.16,1.73,9,9,104,1,0,0.2,15,3.33,0.23,4.1,20,0.5,0.18,3.5,22,2.73,0.19,3.6,16,1.88,0.19,4.3,16,1.25,0.16,3.4,13,0.77,0.26,5.2,B1,B1,B1,48,45,2020,2,20191101,20200430,56,4,1,1,5,4,0,0,0,0,0,0,0,0,0,0,1,5,3,4,6,0,0,0,0,0,0,0,1,4,2,7,4,1,4,0,0,0,0,0,0,0,0,0,3,2,4,3,4,0,0,0,0,0,0,0,0,1,1,4,4,4,1,0,0,0,0,0,0,1,0,0,1,1,3,2,6,0,0,0,0,0,0,0,0
3188,A1,S361007,2,58,155,47,A ,6.53,4.38,32,36,155,7,1,0.16,34,9.41,0.13,2.1,28,5,0.14,2.6,25,3.6,0.16,2.7,32,1.56,0.16,3.2,21,2.38,0.19,3.5,15,2,0.22,4.5,A1,A1,A1,55,57,2020,2,20191101,20200430,56,22,10,1,1,0,0,0,0,0,0,0,0,0,0,6,8,7,2,3,2,0,0,0,0,0,0,0,0,2,7,6,6,4,0,0,0,0,0,0,0,0,0,1,4,14,3,5,5,0,0,0,0,0,0,0,0,1,4,8,4,1,1,0,0,0,0,0,0,2,0,0,3,2,4,2,4,0,0,0,0,0,0,0,0
3200,A1,S400329,1,55,159,52,A ,6.84,5.36,27,25,97,6,2,0.15,23,9.13,0.12,2.5,20,4,0.14,3.3,27,4.44,0.2,3.4,22,4.09,0.16,3,6,3.33,0.12,2.2,0,0,0,0,A1,A2,A1,53,56,2020,2,20191101,20200430,56,17,4,1,1,0,0,0,0,0,0,0,0,0,0,3,5,3,4,3,2,0,0,0,0,0,0,0,0,2,10,5,4,1,4,0,0,0,0,0,1,0,0,5,4,6,3,2,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,B1,S400416,1,55,159,54,A ,4.29,2.35,7,9,68,0,0,0.2,11,6.36,0.17,3.4,12,2.5,0.21,4.1,12,1.67,0.22,3.8,13,1.54,0.19,3.5,8,1.25,0.17,3.5,12,0.83,0.24,4.9,B1,B1,B1,47,46,2020,2,20191101,20200430,56,4,3,0,3,1,0,0,0,0,0,0,0,0,0,1,2,1,4,3,1,0,0,0,0,0,0,0,0,1,1,4,2,3,1,0,0,0,0,0,0,0,0,0,2,2,1,5,3,0,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0,0,1,0
3207,B1,S401101,2,54,156,55,A ,4.11,1.92,7,14,109,0,0,0.19,14,2.14,0.23,4.1,21,3.81,0.19,3.7,18,1.67,0.18,3.4,17,0.59,0.18,4.1,16,2.5,0.13,2.4,23,0.87,0.21,4.2,B1,B1,B1,45,46,2020,2,20191101,20200430,56,1,2,4,2,2,3,0,0,0,0,0,0,0,0,2,6,1,8,1,3,0,0,0,0,0,0,0,0,2,1,3,4,4,4,0,0,0,0,0,0,0,0,0,1,2,2,9,3,0,0,0,0,0,0,0,0,1,3,2,3,4,3,0,0,0,0,0,0,0,0,1,1,3,7,6,4,1,0,0,0,0,0,0,0
3211,B1,S370127,1,58,163,54,A ,4.91,2.74,12,16,102,0,0,0.19,19,5.79,0.2,3.9,15,6.67,0.19,3.5,20,1,0.16,3.2,16,1.25,0.21,4.8,19,1.05,0.18,3.2,13,0.77,0.19,2.8,A2,B1,B1,51,49,2020,2,20191101,20200430,57,7,4,3,2,3,0,0,0,0,0,0,0,0,0,4,6,0,3,1,1,0,0,0,0,0,0,0,0,0,2,5,4,5,3,1,0,0,0,0,0,0,0,1,1,5,3,5,1,0,0,0,0,0,0,0,0,0,2,3,5,8,1,0,0,0,0,0,0,0,0,0,1,2,4,5,1,0,0,0,0,0,0,0,0
3212,B1,S370208,1,58,162,59,A ,5.06,2.92,16,17,113,0,0,0.19,22,7.27,0.18,3.1,20,3,0.17,3.8,15,3.33,0.16,3.5,28,1.79,0.19,3.4,13,0,0.19,4.8,17,0.59,0.25,5.5,A2,A2,A2,52,49,2020,2,20191101,20200430,57,12,4,0,2,1,1,2,0,0,0,0,0,0,0,1,5,6,2,5,1,0,0,0,0,0,0,0,0,3,2,5,1,3,1,0,0,0,0,0,0,0,0,0,5,4,8,8,2,1,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,1,3,4,5,3,0,0,0,0,0,1,0,0
3220,B1,S390404,1,56,161,50,A ,4.64,2.03,9,15,118,0,0,0.19,20,4.5,0.22,4.2,23,2.17,0.16,3.7,22,1.82,0.19,3.2,17,1.76,0.18,3,23,0.87,0.21,3.8,13,0.77,0.17,3.8,B1,A2,B1,48,49,2020,2,20191101,20200430,57,6,3,4,5,2,0,0,0,0,0,0,0,0,0,1,4,7,8,2,1,0,0,0,0,0,0,0,0,1,3,4,6,8,0,0,0,0,0,0,0,0,0,1,2,5,4,4,1,0,0,0,0,0,0,0,0,0,2,1,7,6,7,0,0,0,0,0,0,0,0,0,1,3,2,6,1,0,0,0,0,0,0,0,0
3224,B1,S400517,1,55,161,51,O ,5.34,4.03,12,32,109,0,0,0.17,17,6.47,0.16,2.9,18,4.44,0.16,3.3,18,5,0.15,2.7,22,4.09,0.18,3,22,2.27,0.18,3.5,12,1.67,0.17,4.1,B1,B1,A2,48,49,2020,2,20191101,20200430,57,6,5,2,0,2,2,0,0,0,0,0,0,0,0,0,8,3,2,1,3,1,0,0,0,0,0,0,0,3,6,3,2,1,3,0,0,0,0,0,0,0,0,3,6,4,3,3,3,0,0,0,0,0,0,0,0,0,5,4,4,6,3,0,0,0,0,0,0,0,0,0,2,2,1,3,4,0,0,0,0,0,0,0,0
3226,B1,S400806,1,54,163,50,AB,4.89,2.78,6,16,79,0,0,0.19,9,5.56,0.25,4,16,5.63,0.17,3.1,17,2.94,0.19,3.7,16,1.88,0.18,3.7,14,0,0.18,3.8,7,0,0.2,4,B1,B1,B1,47,48,2020,2,20191101,20200430,57,3,2,0,3,1,0,0,0,0,0,0,0,0,0,2,7,1,2,2,2,0,0,0,0,0,0,0,0,1,4,6,4,0,2,0,0,0,0,0,0,0,0,0,3,4,3,2,4,0,0,0,0,0,0,0,0,0,0,4,4,3,2,1,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0
3227,A2,S400808,1,54,165,53,O ,5.88,4.11,35,25,146,5,1,0.16,42,6.67,0.16,2.8,28,2.5,0.18,3.6,27,3.7,0.17,3.1,27,3.33,0.14,2.6,14,2.14,0.15,2.7,8,3.75,0.17,3.4,A2,A2,A2,51,51,2020,2,20191101,20200430,57,19,9,9,1,2,2,0,0,0,0,0,0,0,0,3,4,5,7,4,5,0,0,0,0,0,0,0,0,7,3,5,2,8,2,0,0,0,0,0,0,0,0,4,5,6,3,3,6,0,0,0,0,0,0,0,0,1,2,2,0,5,4,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0
3231,B1,S410101,1,54,165,58,AB,4,1.44,6,7,90,0,0,0.19,15,4.67,0.17,3.5,29,1.72,0.21,4.6,22,0,0.18,3.3,20,0.5,0.19,3.7,3,0,0.21,4,1,0,0.21,4,B1,B1,A2,49,46,2020,2,20191101,20200430,57,5,2,2,3,2,0,1,0,0,0,0,0,0,0,0,5,4,9,6,5,0,0,0,0,0,0,0,0,0,0,7,5,5,5,0,0,0,0,0,0,0,0,1,0,3,4,8,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3232,A2,S411024,2,53,153,46,A ,6.23,4.48,23,16,87,5,0,0.15,16,8.75,0.13,1.7,12,4.17,0.13,2.7,16,3.13,0.15,3.1,20,4,0.16,3.4,9,3.33,0.13,2.9,14,2.86,0.21,3.6,A1,A1,A1,58,56,2020,2,20191101,20200430,57,11,3,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,4,3,0,0,0,0,0,0,0,0,0,3,2,4,2,2,3,0,0,0,0,0,0,0,0,3,5,7,1,3,1,0,0,0,0,0,0,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,4,1,2,5,1,0,0,0,0,0,0,0,1
3233,A2,S420203,1,53,163,53,O ,5.65,3.6,26,31,158,1,0,0.17,30,8.33,0.15,3.1,33,3.94,0.18,3.5,24,2.5,0.17,2.5,24,2.5,0.17,2.9,27,1.85,0.19,3.7,21,0.95,0.17,3.6,A2,A2,A2,53,52,2020,2,20191101,20200430,57,18,7,3,0,1,1,0,0,0,0,0,0,0,0,2,11,9,8,1,1,0,0,0,0,0,1,0,0,3,3,4,6,5,3,0,0,0,0,0,0,0,0,1,5,4,9,4,0,0,0,0,0,0,0,0,1,1,4,4,8,3,7,0,0,0,0,0,0,0,0,1,1,3,9,5,2,0,0,0,0,0,0,0,0
